Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_Shoulder,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_mankle,L_mknee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_Shoulder,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,Sternum,l_IC,r.ASIS,r.PSIS,r_5meta,r_IC,r_ankle,r_calc,r_knee,r_mankle,r_mknee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
1231,0.0763529,0.025772,0.0296558,0.000398025,0.0109857,0.000789433,0.000825961,0.00892179,0.0266642,0.00645898,0.00691323,0.0199308,0.014532,0.0014571,0.000530859,0.000746273,0.00118087,0.00256979,0.00217215,0.0024566,0.00149041,0.000697879,0.0115261,0.0183764,0.00905713,0.0189395,0.0165334,0.0038834,0.00185876,0.0310608,0.0121265,0.0114106,0.00296555,0.016515,0.0224701,0.00149011,0.00320543,0.0241942,0.00897802,0.0235509,0.00887084,0.00103917,0.00031566,0.00115736,0.00218845,0.000177269,0.00243054,0.00143663,0.00133842,0.00219981,0.00147494,0.0014678
1232,0.0763655,0.0257275,0.0296195,0.000336406,0.0109433,0.000789167,0.000850225,0.0089123,0.0266407,0.00645871,0.00688383,0.0199511,0.0145659,0.0014769,0.000524622,0.000711729,0.00113992,0.00259719,0.00219559,0.00248682,0.00152794,0.000633238,0.0115424,0.0183857,0.00903668,0.0189205,0.0164762,0.0039451,0.00182334,0.0309713,0.0122391,0.0113059,0.00300309,0.0164931,0.0224777,0.00129286,0.00323033,0.024234,0.00895823,0.0235439,0.00886966,0.00104852,0.000336246,0.00114893,0.00218138,0.000248248,0.00242757,0.00123741,0.00134591,0.00221803,0.00148942,0.00146196
1233,0.0763606,0.0256741,0.0295824,0.000341271,0.0108843,0.000818267,0.000881081,0.00891633,0.0266552,0.00645477,0.00683487,0.019922,0.0146003,0.00150499,0.000535894,0.0006634,0.00110913,0.00260122,0.00219073,0.00252411,0.00154696,0.000628871,0.0115844,0.0183942,0.00879662,0.0189036,0.0163061,0.00401002,0.00179107,0.0308627,0.0123651,0.0112817,0.00303476,0.0164762,0.0224837,0.00105748,0.00325508,0.024278,0.00893864,0.0235408,0.00886672,0.0010562,0.00036622,0.00100739,0.00218472,0.000314167,0.0024314,0.000997107,0.00135762,0.00222865,0.00149997,0.00150226
1234,0.0762819,0.0256204,0.0295656,0.000371889,0.0108265,0.000841753,0.000902121,0.00892347,0.0266964,0.00642223,0.00680023,0.0199653,0.0146055,0.00152671,0.000541713,0.000668035,0.00109361,0.0026029,0.00216837,0.00253986,0.00154427,0.000492424,0.0116116,0.0183905,0.00836354,0.0188037,0.016313,0.0040629,0.00176448,0.0307208,0.0124895,0.0113111,0.00306039,0.016433,0.0224909,0.000830905,0.00327789,0.0243054,0.00891506,0.0235271,0.00883704,0.00106389,0.00037995,0.00115547,0.00216649,0.000371749,0.00245102,0.00102041,0.00136756,0.00222528,0.00155843,0.00158238
1235,0.0762034,0.0255492,0.029561,0.000399374,0.0108005,0.000859698,0.00092625,0.00893105,0.0266767,0.00640422,0.00677615,0.0200499,0.01458,0.00153941,0.000561228,0.000738459,0.00107675,0.00257898,0.00215192,0.00252469,0.00156136,0.000463983,0.0116383,0.01837,0.00819509,0.0187233,0.0165245,0.00409894,0.0017522,0.0305641,0.0126254,0.0112897,0.00308818,0.0163942,0.0224815,0.000730273,0.00329505,0.02431,0.00888661,0.0235177,0.00879081,0.00106474,0.000386306,0.00116443,0.00219278,0.000419619,0.00247071,0.00141548,0.00137736,0.00222725,0.00159395,0.00152317
1236,0.0761269,0.0254789,0.0295491,0.000392918,0.0107552,0.000871805,0.000963151,0.00893291,0.0266387,0.00642817,0.00673407,0.0201236,0.014597,0.00155954,0.000588228,0.000791606,0.00105094,0.00258618,0.00213403,0.00253857,0.00159573,0.000454149,0.0116641,0.0183516,0.00815785,0.0186668,0.0166001,0.00413053,0.00175953,0.0304304,0.0127566,0.0112233,0.00313456,0.0163691,0.0224703,0.00069188,0.00331318,0.0243078,0.00885708,0.0235167,0.00874428,0.00104339,0.000392594,0.00106215,0.00217558,0.000442693,0.00248548,0.00179767,0.00138564,0.0022589,0.00155777,0.00152749
1237,0.0760276,0.0254422,0.0295363,0.00035716,0.0106312,0.000892869,0.000989887,0.00893846,0.026613,0.00645258,0.00666002,0.0201624,0.0145949,0.00156123,0.000617515,0.000811087,0.00102873,0.00259492,0.00210598,0.00255222,0.00163657,0.000538798,0.0116756,0.018332,0.00823609,0.0186288,0.0165734,0.00416953,0.00177952,0.0303283,0.0128736,0.0111513,0.00317541,0.0163436,0.0224587,0.000719024,0.00331767,0.0243053,0.0088866,0.0235237,0.00873918,0.00101454,0.000396094,0.00119643,0.00214272,0.000451328,0.00250515,0.00182036,0.00138166,0.00229238,0.00152408,0.0015342
1238,0.0759144,0.0254035,0.0295246,0.000309299,0.0105187,0.000915808,0.00101996,0.00893744,0.0265807,0.0064649,0.0066014,0.0201919,0.0145952,0.00152803,0.000640358,0.000831184,0.00100522,0.00256471,0.0020907,0.00254129,0.00165717,0.000522221,0.0116883,0.0182351,0.0084393,0.0186266,0.0165309,0.0042154,0.0017978,0.0302337,0.0129672,0.0111177,0.00319776,0.0163032,0.0224419,0.000815959,0.00332348,0.0243093,0.00893723,0.0235393,0.00874956,0.000974868,0.000364653,0.0011789,0.00218942,0.000461191,0.00252322,0.00159818,0.00139243,0.0023084,0.00153634,0.0015301
1239,0.0758036,0.0253649,0.0295078,0.000245442,0.0104334,0.000924386,0.00103333,0.00894287,0.0265252,0.00644145,0.00657236,0.0202009,0.0145868,0.00149288,0.000669523,0.000876762,0.00101018,0.00253811,0.00207577,0.00253342,0.00166826,0.000448159,0.0117245,0.0180761,0.00845734,0.0186306,0.0163875,0.00426239,0.0017841,0.0301307,0.0130658,0.0111035,0.00323806,0.0162672,0.0224246,0.000964407,0.00333357,0.0243337,0.00898831,0.0235611,0.00879943,0.000925935,0.000339643,0.00105769,0.00217781,0.000476965,0.00254409,0.00153522,0.00141538,0.00231965,0.00158242,0.0014681
1240,0.0757135,0.0253236,0.0294988,0.000193472,0.01037,0.000942885,0.00105302,0.00894741,0.0264533,0.00641119,0.00653416,0.0202072,0.0145755,0.00145369,0.000693818,0.000940825,0.00104562,0.00252476,0.00206303,0.00253298,0.00168997,0.000423208,0.0117602,0.0179888,0.00836598,0.0185536,0.0161008,0.00431761,0.00175671,0.0300025,0.0131854,0.0110586,0.00325675,0.0162324,0.0223875,0.00112771,0.0033512,0.0243311,0.00900931,0.0235793,0.0088475,0.000864142,0.000333787,0.00118838,0.00209131,0.000503311,0.00256399,0.00157199,0.0014291,0.00233457,0.00161561,0.00140977
1241,0.0756494,0.0253226,0.029496,0.000193699,0.0103508,0.000955214,0.0010612,0.00895285,0.0263735,0.00640688,0.00650385,0.0202203,0.0145706,0.00139964,0.000718302,0.000914173,0.0010366,0.00253038,0.00205831,0.00256629,0.00172105,0.000483937,0.011792,0.017967,0.0082872,0.0185017,0.0159756,0.00436014,0.00172681,0.0298438,0.0133236,0.0110175,0.0032825,0.0161979,0.0223303,0.00127063,0.00339709,0.0243129,0.0090309,0.0235965,0.00889171,0.000797213,0.000339024,0.00128158,0.002034,0.000533533,0.00260049,0.0016176,0.00144056,0.00234549,0.00165164,0.00135851
1242,0.0755909,0.0253176,0.0294755,0.000236193,0.0103819,0.000956777,0.00107055,0.00895413,0.0263568,0.00639474,0.00644981,0.0202294,0.0145494,0.00133858,0.000742808,0.000976955,0.00103369,0.00255806,0.00206198,0.00257629,0.00175988,0.000491111,0.0118331,0.0179765,0.00822923,0.0184787,0.0160046,0.00438114,0.00170322,0.0297006,0.01344,0.0109947,0.00331104,0.0161657,0.0222655,0.00137121,0.00345706,0.0243355,0.00906585,0.0236076,0.00893046,0.00072791,0.00034632,0.00128874,0.00194565,0.000567323,0.00263646,0.00164541,0.0014819,0.00238745,0.00169094,0.00132998
1243,0.0755425,0.0252878,0.0294333,0.00021371,0.0102772,0.000949794,0.00106647,0.00895409,0.0263661,0.00636777,0.00640883,0.0202216,0.0145593,0.0012847,0.000760403,0.00102699,0.00101324,0.00256539,0.00207946,0.00258843,0.00180649,0.000425328,0.0119057,0.017902,0.00815886,0.0184575,0.0160039,0.00438925,0.00167675,0.029584,0.0135127,0.0109645,0.00335598,0.0161441,0.0222104,0.00140012,0.00353846,0.0243631,0.00912206,0.0236122,0.00898908,0.000657852,0.000377041,0.00126087,0.00189613,0.000609447,0.00265758,0.00167684,0.00155159,0.00243454,0.0017362,0.00131333
1244,0.0754911,0.0252448,0.0293972,0.000188293,0.0100811,0.000961215,0.00106467,0.00895046,0.0263838,0.00640461,0.00635271,0.0202057,0.0146182,0.00123058,0.000781999,0.00105885,0.000987266,0.00258839,0.00211085,0.0026237,0.00185629,0.00040114,0.0119787,0.0177837,0.00810914,0.018433,0.0159414,0.00440184,0.00166603,0.0294869,0.0135749,0.0109119,0.00339391,0.0161063,0.0221087,0.00134366,0.0036189,0.0243783,0.00915654,0.0235925,0.00904806,0.000586421,0.000411381,0.00124129,0.00198186,0.000669495,0.00269414,0.00172425,0.00162704,0.00247523,0.00180087,0.0013372
1245,0.0754267,0.0252255,0.0293621,0.000209294,0.00993424,0.000964342,0.00104821,0.00894149,0.0263956,0.00651599,0.00628909,0.0201737,0.0146505,0.00117989,0.000824229,0.00110325,0.000972759,0.00262134,0.00214907,0.0026889,0.00190065,0.000363059,0.0120429,0.0176307,0.00814146,0.0184156,0.0158814,0.00441318,0.0016828,0.02941,0.013634,0.0108765,0.00346031,0.0160655,0.0219971,0.00121266,0.00370162,0.0244178,0.0091497,0.0235672,0.00910584,0.00053095,0.000459378,0.00124712,0.00196385,0.000732496,0.00276321,0.00181198,0.00170378,0.00253425,0.00187061,0.00137054
1246,0.0753606,0.0252181,0.0293248,0.000251538,0.00983378,0.000972493,0.00103456,0.00892698,0.0263992,0.00658304,0.00622994,0.0201266,0.0146487,0.00115324,0.000861499,0.00111976,0.000978633,0.00269127,0.00219704,0.00275597,0.00194941,0.000325597,0.0121532,0.0174135,0.00814397,0.0184083,0.0158749,0.00441216,0.00167774,0.0293624,0.013684,0.0108713,0.00353004,0.0160252,0.0219708,0.00107684,0.00378486,0.0244547,0.00916528,0.0235535,0.00918617,0.000501826,0.000509063,0.00122504,0.00186089,0.000788902,0.00282766,0.00195726,0.00177175,0.00261105,0.00194825,0.00138394
1247,0.0752886,0.0252181,0.0292843,0.000306195,0.00973903,0.000973053,0.00101116,0.00890678,0.0263981,0.00662147,0.00619002,0.0201258,0.0146372,0.00115684,0.000873229,0.00111281,0.000974881,0.00275269,0.00226028,0.0028067,0.00199722,0.000524228,0.0122903,0.0171298,0.00810555,0.0184231,0.0160082,0.00440467,0.00166238,0.0293258,0.0136999,0.0106916,0.0035955,0.0159886,0.021946,0.000971589,0.00386524,0.0244833,0.00916726,0.0235254,0.00928943,0.000495194,0.000551505,0.00111398,0.00177675,0.000833956,0.00288617,0.00214999,0.0018228,0.00268408,0.00201178,0.00141186
1248,0.0752178,0.0252087,0.0292387,0.00040352,0.00968859,0.000969688,0.000981923,0.00889365,0.0263872,0.00667803,0.00614384,0.0201785,0.0146744,0.00115247,0.000867491,0.00110232,0.000953681,0.00280284,0.00233,0.00286234,0.0020468,0.000440928,0.0124203,0.0169417,0.00804472,0.018453,0.0162147,0.00439205,0.00163692,0.0292666,0.0137021,0.0102054,0.00366132,0.0159577,0.0218904,0.000920328,0.00393588,0.0245093,0.00914732,0.0234941,0.00940264,0.00048997,0.000572954,0.00101413,0.00170828,0.00085646,0.00293199,0.00215581,0.00189154,0.00272615,0.0020675,0.00144179
1249,0.0751368,0.0252112,0.0291852,0.000476799,0.00974694,0.000946228,0.000955812,0.00888684,0.0263735,0.0067301,0.0060843,0.0202021,0.0148213,0.00114089,0.000875211,0.00109871,0.000937404,0.00286139,0.00239078,0.00290393,0.00209937,0.000388979,0.0125367,0.0168228,0.00798554,0.0184822,0.0161971,0.00438225,0.00160776,0.0292119,0.0137018,0.00997297,0.00371892,0.0159483,0.0218289,0.000931128,0.00398833,0.024536,0.00912802,0.023452,0.00949545,0.000503135,0.000585142,0.00110843,0.00167354,0.000852142,0.0029709,0.00220203,0.00193599,0.00274255,0.00210443,0.00140448
1250,0.0750714,0.0252147,0.0291253,0.000505968,0.0097898,0.000953886,0.000923621,0.00888934,0.0263645,0.00678118,0.00605627,0.0201626,0.0149915,0.00114268,0.000879107,0.00108173,0.00100568,0.00292801,0.00243745,0.00293363,0.00214417,0.000341947,0.0126465,0.0166287,0.00795399,0.0185068,0.0164226,0.00438384,0.00158147,0.0291943,0.0136842,0.0099529,0.00376581,0.0159294,0.0217683,0.00103441,0.00402205,0.0245508,0.00912755,0.0233795,0.0095536,0.000533994,0.000586603,0.00119117,0.0017045,0.000845496,0.00299215,0.00210051,0.00195301,0.00277337,0.00214305,0.00133624
1251,0.0750471,0.0252203,0.029069,0.000555767,0.00971945,0.000964484,0.000881274,0.00888633,0.0263973,0.0068788,0.0060098,0.0200547,0.015129,0.00115981,0.000872199,0.00106579,0.00107213,0.00296607,0.0024856,0.00295421,0.00219483,8.0593e-05,0.0127532,0.016536,0.00794352,0.0185479,0.0165806,0.00439246,0.00155475,0.0291769,0.0136566,0.00995133,0.00381492,0.0159127,0.0217373,0.00117457,0.00404659,0.0245648,0.00912925,0.0233444,0.00961077,0.000573762,0.000580518,0.00119549,0.00174285,0.000841842,0.00299896,0.00212623,0.001975,0.00278997,0.00218747,0.00123911
1252,0.0750971,0.0252354,0.0289985,0.000596455,0.00955247,0.000976109,0.000861149,0.00888364,0.0264649,0.00696268,0.00598256,0.0200216,0.015252,0.00118681,0.000862222,0.00106178,0.00110482,0.00301693,0.00255169,0.0029942,0.00221747,6.4979e-05,0.0128515,0.0164257,0.00789918,0.0186299,0.0166158,0.00439318,0.00151392,0.0291747,0.013636,0.00994655,0.00384886,0.0159241,0.0217163,0.00133562,0.00406826,0.0245866,0.00915073,0.0233254,0.0096636,0.000627338,0.000574022,0.00117996,0.00171439,0.000829993,0.00299998,0.00233668,0.00198188,0.00280877,0.0022093,0.00116618
1253,0.0751592,0.0252525,0.0288853,0.000603628,0.00947412,0.000988317,0.000858336,0.0088896,0.0264744,0.00703781,0.0060031,0.0200766,0.0153547,0.00123639,0.000876945,0.00106165,0.00113769,0.00310137,0.00262871,0.00302833,0.00223687,0.000258893,0.0129168,0.0164044,0.00781961,0.0186677,0.0166316,0.00440913,0.00147218,0.0292068,0.0136011,0.00992555,0.00387491,0.0159333,0.0217029,0.00149324,0.00410431,0.0246074,0.00914343,0.0232913,0.00968677,0.000685868,0.000582493,0.0011774,0.00170714,0.000812999,0.00299432,0.00232602,0.00197185,0.00281518,0.00221691,0.00105915
1254,0.0750332,0.0252535,0.0288264,0.000601595,0.00946303,0.000997806,0.000861122,0.0088939,0.0264325,0.00713072,0.0060231,0.020199,0.015494,0.00129172,0.000906444,0.00106458,0.00117167,0.0031734,0.00271641,0.0030355,0.00226455,0.000388137,0.0129727,0.0163588,0.0077956,0.0186661,0.0166641,0.00441742,0.00147691,0.0292587,0.0135509,0.00990988,0.00389125,0.0159242,0.0216989,0.00162045,0.00416237,0.0246446,0.00909136,0.0232577,0.00967823,0.000747854,0.00059452,0.00119766,0.00178443,0.000819547,0.00298584,0.00210491,0.00197576,0.002823,0.0022036,0.000985591
1255,0.0749238,0.0252467,0.0288078,0.000613592,0.00948572,0.00102558,0.000863567,0.00890561,0.0264215,0.00721903,0.00602669,0.0202642,0.0156881,0.0013487,0.00093639,0.0010745,0.00122253,0.00321864,0.00281399,0.00309061,0.00229634,0.000345296,0.0130467,0.0162873,0.00777697,0.0186528,0.0166926,0.00442422,0.00146352,0.0293282,0.0134909,0.00988805,0.00390907,0.0159047,0.021702,0.00169314,0.00420977,0.0246656,0.00904564,0.0232144,0.00968998,0.000800805,0.000597543,0.0012356,0.00182937,0.000836582,0.0029529,0.00200763,0.00198517,0.00281606,0.00216509,0.000976159
1256,0.0748654,0.0252218,0.0288167,0.000649384,0.00952152,0.00106408,0.0008716,0.00893085,0.0263472,0.00729392,0.00603113,0.0202908,0.0158252,0.00141058,0.00098017,0.00110697,0.00127546,0.00326832,0.00290684,0.00314936,0.00235428,0.000352324,0.0131409,0.0162252,0.00776039,0.0186381,0.0167352,0.00442234,0.00144538,0.0294094,0.0134214,0.00985256,0.00392793,0.0158819,0.0216868,0.00167857,0.00424592,0.0246852,0.0090124,0.023187,0.00972893,0.000856289,0.00061631,0.00125346,0.00186015,0.000848059,0.00286869,0.00200125,0.00198842,0.00280599,0.00212761,0.0010214
1257,0.074811,0.0252153,0.0287782,0.000692289,0.0096032,0.00108985,0.000885467,0.00897207,0.02629,0.00736202,0.00605478,0.0203132,0.0159632,0.00146992,0.00102411,0.00112361,0.00131001,0.00333507,0.00299392,0.00321739,0.00238223,0.000325852,0.013251,0.0161528,0.00772828,0.0186185,0.0168014,0.00440298,0.00142219,0.0294914,0.0133428,0.00982786,0.00397111,0.0158625,0.0216582,0.00162727,0.00427149,0.0247041,0.0089707,0.0231717,0.00976431,0.000899121,0.000641004,0.00128151,0.00193943,0.000870561,0.00281718,0.00203932,0.00199603,0.00281867,0.00214504,0.00105648
1258,0.0746872,0.0252114,0.0288063,0.000742661,0.00962551,0.00112183,0.000900201,0.009015,0.0262641,0.00737928,0.00606565,0.0203378,0.0160545,0.00149644,0.00106466,0.00112707,0.00134395,0.00348531,0.00306033,0.00329744,0.00237714,0.000386405,0.0133534,0.0160314,0.00766878,0.0186095,0.0168539,0.00436652,0.00138657,0.0295874,0.0132356,0.00981135,0.004013,0.0158557,0.021633,0.00154831,0.00429407,0.0247245,0.00893232,0.0231623,0.00978385,0.000928361,0.000674749,0.00131584,0.00194774,0.000902657,0.0028173,0.0021564,0.00199217,0.00284489,0.0021558,0.00109341
1259,0.0744712,0.0252127,0.0288076,0.000795654,0.00972213,0.00114541,0.000904711,0.00905513,0.0262775,0.007412,0.00608181,0.0203555,0.0161217,0.00148833,0.00107331,0.00113273,0.00137729,0.00369287,0.00311119,0.00333645,0.00237562,0.000356097,0.0134274,0.0158526,0.00760822,0.0186034,0.0168843,0.0043201,0.00134322,0.0296828,0.0131296,0.00976626,0.00403354,0.01585,0.0216224,0.00148032,0.00430548,0.0247675,0.00888676,0.0231594,0.0098446,0.000948907,0.000691935,0.00132783,0.00201964,0.000922976,0.0028067,0.00225596,0.00197373,0.00285766,0.00216276,0.00122229
1260,0.0743783,0.0252039,0.028801,0.000831306,0.00950617,0.00116721,0.000921818,0.00909998,0.0262487,0.00744204,0.00607692,0.0203612,0.0162594,0.00147722,0.00105439,0.00114095,0.00139174,0.00359732,0.0031573,0.00336102,0.0023894,0.000445004,0.0134696,0.0157792,0.00755667,0.0185745,0.0169078,0.0042714,0.00130189,0.0297723,0.0130326,0.00979068,0.00404323,0.0158546,0.0216028,0.00147026,0.00430557,0.0248026,0.00887924,0.0231451,0.00997115,0.00094493,0.000689159,0.00131949,0.00204179,0.000929641,0.00278952,0.00211712,0.00195432,0.00284226,0.0021101,0.00142073
1261,0.0743333,0.0252098,0.0288167,0.000837748,0.00934888,0.00117622,0.000930817,0.00913795,0.0261928,0.00741338,0.00607397,0.0203512,0.0163718,0.0014525,0.00101364,0.00112976,0.00137981,0.00350702,0.00318343,0.00335937,0.0024157,0.000411591,0.0134748,0.0157872,0.00754691,0.0185362,0.0169057,0.0042121,0.00126999,0.0298626,0.0129506,0.00990284,0.00407206,0.0158659,0.0216018,0.00150525,0.00430539,0.0247958,0.00889503,0.0231587,0.0101772,0.000937361,0.000674918,0.00130612,0.00202988,0.000919553,0.00277889,0.00206746,0.00192201,0.00280707,0.00208566,0.00147151
1262,0.0743197,0.0252183,0.0288476,0.00081258,0.0092812,0.00117166,0.000943194,0.00916323,0.0261582,0.00736759,0.00608847,0.020356,0.0164294,0.00141043,0.000981848,0.00110697,0.00135231,0.00348704,0.00314383,0.00336006,0.00243777,0.000432338,0.013443,0.0158353,0.00756288,0.0185753,0.016781,0.00415585,0.00125599,0.0299307,0.0128807,0.00995266,0.00409811,0.0158887,0.0216088,0.00156081,0.00429953,0.0247733,0.00890991,0.023203,0.0103272,0.000924007,0.000650475,0.00128621,0.00189522,0.000903422,0.00275164,0.00202184,0.00187363,0.00278804,0.00207166,0.00149636
1263,0.0744082,0.0252334,0.0288884,0.000779764,0.00926833,0.00116445,0.00095184,0.0091862,0.0261434,0.00730321,0.00610217,0.0203417,0.016476,0.00134225,0.000944473,0.00108932,0.00131437,0.00347489,0.00308145,0.00333653,0.00241582,0.00032337,0.0133667,0.0159373,0.00759013,0.0186174,0.0165056,0.00410486,0.00124509,0.0299763,0.0128237,0.00991614,0.00411558,0.0159089,0.0216283,0.00166363,0.0042994,0.0247296,0.00893068,0.0232552,0.010456,0.000913129,0.000616228,0.00126347,0.0018047,0.000886022,0.00271759,0.00197401,0.00182316,0.00275555,0.00202,0.0015634
1264,0.0745836,0.0252511,0.0289402,0.000695194,0.00931537,0.00115698,0.00095858,0.00919359,0.0261359,0.00725026,0.00610939,0.020323,0.0165513,0.00127403,0.000894655,0.00107787,0.00124462,0.00344508,0.00304296,0.00329316,0.00239895,0.000318709,0.013256,0.0161173,0.00756614,0.0186409,0.0163871,0.00406736,0.00125641,0.0299867,0.0127917,0.0098077,0.00411022,0.015933,0.0216604,0.00180839,0.00428562,0.0246624,0.00897731,0.0233212,0.0105315,0.000914288,0.000573284,0.00123739,0.00177067,0.000864109,0.00266602,0.00192105,0.0017743,0.00272569,0.00195894,0.00155161
1265,0.074667,0.0252817,0.029,0.000597978,0.00943638,0.00112816,0.00095092,0.0091901,0.026099,0.00710292,0.00612257,0.020305,0.0166351,0.00120241,0.000838138,0.00105011,0.00116675,0.00338059,0.0029975,0.0032356,0.00236827,0.000350697,0.0131417,0.0162533,0.00756024,0.0186621,0.0163506,0.00404344,0.00129489,0.0299866,0.0127777,0.00979615,0.00410076,0.0159682,0.0216971,0.00196895,0.00426253,0.0246262,0.00905445,0.0233894,0.0105349,0.000925766,0.000527125,0.00120909,0.00175223,0.000846928,0.00261969,0.00187527,0.00172999,0.00268674,0.00194362,0.00161596
1266,0.0747151,0.0253227,0.0290445,0.000488585,0.00946457,0.00109889,0.000935735,0.00917604,0.026029,0.00699299,0.00612649,0.020278,0.0167053,0.0011237,0.000794993,0.000985297,0.00115418,0.00332333,0.00293841,0.00317082,0.00230731,0.000381266,0.0130485,0.0163731,0.00761024,0.0186895,0.0163192,0.00401308,0.00131645,0.030014,0.0127602,0.00987373,0.0040744,0.0160215,0.0217186,0.00210275,0.00424354,0.0246202,0.00913011,0.0234247,0.0106153,0.000953251,0.000496244,0.0011791,0.00171157,0.00084557,0.00261965,0.0018124,0.00170425,0.00264655,0.00194551,0.0016771
1267,0.074774,0.0253777,0.0290883,0.000370703,0.00938225,0.00104863,0.000916015,0.00915788,0.02602,0.00691994,0.00611779,0.0202549,0.0167684,0.00106589,0.000761212,0.000960707,0.00112911,0.00326275,0.00291862,0.00312751,0.00224534,0.000529205,0.0129726,0.0164878,0.00770431,0.018728,0.0162812,0.0039824,0.00132319,0.0300506,0.0127101,0.00995451,0.00403224,0.0160748,0.0217496,0.00214385,0.00422499,0.0245553,0.00916471,0.0234468,0.0107618,0.000991888,0.000458182,0.00116285,0.00172665,0.000848741,0.00264061,0.00164637,0.00169002,0.00263128,0.00193554,0.00169962
